CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
RECOVERED O/S STOLEN,01/01/2016 06:13:00 PM,16-000123,VEHICLE THEFT - AUTO,32X,900 MOORPARK AV,Oakland,CA,"900 MOORPARK AV
Oakland, CA
(37.733352, -122.172085)"
STOLEN VEHICLE,12/31/2015 05:00:00 AM,16-000083,VEHICLE THEFT - AUTO,26X,1200 HIGH ST,Oakland,CA,"1200 HIGH ST
Oakland, CA
(37.771652, -122.215766)"
STOLEN VEHICLE,01/01/2016 12:00:00 AM,16-000105,VEHICLE THEFT - AUTO,08X,2200 TELEGRAPH AV,Oakland,CA,"2200 TELEGRAPH AV
Oakland, CA
(37.811615, -122.269048)"
DISORDERLY CONDUCT,01/03/2016 05:22:00 PM,16-000440,DISTURB THE PEACE,03Y,500 8TH ST,Oakland,CA,"500 8TH ST
Oakland, CA
(37.800756, -122.275168)"
BURG - AUTO,12/25/2015 12:40:00 AM,15-917035,BURGLARY-AUTO,77X,19TH ST,Oakland,CA,"19TH ST
Oakland, CA
"
MISDEMEANOR ASSAULT,01/02/2016 09:00:00 PM,16-000312,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,06X,600 34TH ST,Oakland,CA,"600 34TH ST
Oakland, CA
(37.823164, -122.269104)"
PETTY THEFT,12/23/2015 07:50:00 PM,15-916892,THEFT,12Y,5100 TELEGRAPH AV,Oakland,CA,"5100 TELEGRAPH AV
Oakland, CA
(37.837407, -122.262281)"
STOLEN VEHICLE,01/03/2016 01:30:00 PM,16-000385,VEHICLE THEFT - AUTO,32X,1400 DURANT AV,Oakland,CA,"1400 DURANT AV
Oakland, CA
"
STOLEN VEHICLE,12/30/2015 06:00:00 PM,16-000474,VEHICLE THEFT - AUTO,29X,6000 MAJESTIC AV,Oakland,CA,"6000 MAJESTIC AV
Oakland, CA
(37.778244, -122.180334)"
BURG - AUTO,12/29/2015 09:20:00 AM,16-900008,BURGLARY-AUTO,04X,500 18TH ST,Oakland,CA,"500 18TH ST
Oakland, CA
(37.807631, -122.270257)"
VANDALISM,12/31/2015 01:24:00 PM,15-068964,VANDALISM $400 OR MORE,26Y,6500 FENHAM ST,Oakland,CA,"6500 FENHAM ST
Oakland, CA
(37.76021, -122.198137)"
STOLEN VEHICLE,01/03/2016 08:00:00 PM,16-000599,VEHICLE THEFT - AUTO,14X,400 LAGUNITAS AV,Oakland,CA,"400 LAGUNITAS AV
Oakland, CA
(37.809839, -122.2513)"
BURG - AUTO,12/25/2015 07:40:00 PM,15-917047,BURGLARY-AUTO,20X,2900 FORD ST,Oakland,CA,"2900 FORD ST
Oakland, CA
(37.772819, -122.233542)"
STOLEN VEHICLE,12/30/2015 03:00:00 PM,15-068849,VEHICLE THEFT - AUTO,26Y,1000 73RD AV,Oakland,CA,"1000 73RD AV
Oakland, CA
(37.755849, -122.192431)"
VANDALISM,12/26/2015 09:20:00 PM,15-068582,VANDALISM-$400+,26Y,900 66TH AV,Oakland,CA,"900 66TH AV
Oakland, CA
(37.757012, -122.200393)"
BURG - AUTO,12/26/2015 07:30:00 PM,15-917050,BURGLARY-AUTO,08X,2400 VALDEZ ST,Oakland,CA,"2400 VALDEZ ST
Oakland, CA
(37.813389, -122.263759)"
RECOVERED O/S STOLEN,01/04/2016 03:53:00 PM,16-000641,VEHICLE THEFT - AUTO,31Z,10500 CREEKSIDE CIR,Oakland,CA,"10500 CREEKSIDE CIR
Oakland, CA
(37.727293, -122.18146)"
VANDALISM,12/30/2015 04:00:00 PM,15-068829,VANDALISM,12X,4900 SHATTUCK AV,Oakland,CA,"4900 SHATTUCK AV
Oakland, CA
(37.835924, -122.26392)"
STOLEN VEHICLE,01/04/2016 04:10:00 PM,16-000313,VEHICLE THEFT - AUTO,29X,IFO 2550 SEMINARY AVE,Oakland,CA,"IFO 2550 SEMINARY AVE
Oakland, CA
"
BURG - AUTO,12/22/2015 09:30:00 PM,15-916912,BURGLARY-AUTO,22Y,3800 BRUNELL DR,Oakland,CA,"3800 BRUNELL DR
Oakland, CA
(37.802008, -122.180855)"
MISDEMEANOR ASSAULT,12/30/2015 04:51:00 PM,15-068833,THREAT CRIME:INT:TERRORIZE,33X,9600 D ST,Oakland,CA,"9600 D ST
Oakland, CA
(37.743506, -122.176844)"
STOLEN VEHICLE,12/31/2015 03:15:00 AM,15-068902,VEHICLE THEFT - AUTO,02X,1200 12TH ST,Oakland,CA,"1200 12TH ST
Oakland, CA
(37.808395, -122.287929)"
STOLEN VEHICLE,01/04/2016 04:30:00 PM,16-000631,VEHICLE THEFT - AUTO,04X,1700 JACKSON ST,Oakland,CA,"1700 JACKSON ST
Oakland, CA
(37.804928, -122.263414)"
MISDEMEANOR ASSAULT,01/04/2016 06:30:00 PM,16-000634,BATTERY,20X,300 23RD AV,Oakland,CA,"300 23RD AV
Oakland, CA
(37.773198, -122.235897)"
VANDALISM,12/31/2015 08:10:00 AM,15-068903,"VANDALISM [UNDER $1,000] (AMENDED)",32X,1900 106TH AV,Oakland,CA,"1900 106TH AV
Oakland, CA
(37.740264, -122.161306)"
MISDEMEANOR ASSAULT,12/30/2015 05:25:00 PM,15-068843,THREAT CRIME:INT:TERRORIZE,32X,1400 104TH AV,Oakland,CA,"1400 104TH AV
Oakland, CA
(37.740373, -122.167155)"
WEAPONS,12/31/2015 10:01:00 PM,15-069020,ANYONE WHO WILLFULLY DISCHARGES A FIREARM IN A GROSSLY NEGLIGENT MANNER,05X,1900 LINDEN ST,Oakland,CA,"1900 LINDEN ST
Oakland, CA
(37.812598, -122.28269)"
BURG - AUTO,12/26/2015 09:00:00 PM,15-917049,BURGLARY-AUTO,14Y,3200 GRAND AV,Oakland,CA,"3200 GRAND AV
Oakland, CA
(37.811458, -122.247926)"
DOMESTIC VIOLENCE,01/05/2016 01:29:00 AM,16-000680,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,9800 LAWLOR ST,Oakland,CA,"9800 LAWLOR ST
Oakland, CA
(37.750644, -122.156743)"
PETTY THEFT,12/23/2015 03:00:00 PM,15-917037,THEFT,14X,400 GRAND AV,Oakland,CA,"400 GRAND AV
Oakland, CA
(37.808774, -122.253814)"
VANDALISM,12/26/2015 08:15:00 PM,15-917048,VANDALISM,09X,4000 HOWE ST,Oakland,CA,"4000 HOWE ST
Oakland, CA
(37.826481, -122.253942)"
BURG - AUTO,12/30/2015 09:30:00 AM,15-917043,BURGLARY-AUTO,31X,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)"
RECOVERED O/S STOLEN,01/04/2016 03:18:00 PM,16-000602,VEHICLE THEFT - AUTO,32X,9800 SAN LEANDRO ST,Oakland,CA,"9800 SAN LEANDRO ST
Oakland, CA
(37.740012, -122.180711)"
,12/24/2015 01:00:00 PM,16-900038,GRAND THEFT,31X,700 66TH AVE,Oakland,CA,"700 66TH AVE
Oakland, CA
(37.755419, -122.204327)"
BURG - RESIDENTIAL,12/31/2015 11:45:00 AM,15-068970,ATTEMPTED BURGLARY,12X,400 RICH ST,Oakland,CA,"400 RICH ST
Oakland, CA
(37.830261, -122.260387)"
BURG - AUTO,12/25/2015 03:50:00 PM,15-917041,BURGLARY-AUTO,20X,500 LANCASTER ST,Oakland,CA,"500 LANCASTER ST
Oakland, CA
(37.771565, -122.230139)"
BURG - AUTO,12/26/2015 09:30:00 PM,15-917051,BURGLARY-AUTO,03X,300 8TH ST,Oakland,CA,"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
DOMESTIC VIOLENCE,12/25/2015 11:00:00 PM,15-068045,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,2100 CHURCH ST,Oakland,CA,"2100 CHURCH ST
Oakland, CA
(37.765237, -122.184074)"
NARCOTICS,12/21/2015 12:35:00 AM,15-067193,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,33X,800 HAWKINS DR,Oakland,CA,"800 HAWKINS DR
Oakland, CA
(37.743229, -122.181666)"
NARCOTICS,01/04/2016 12:10:00 PM,16-000568,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,26Y,6200 EASTLAWN ST,Oakland,CA,"6200 EASTLAWN ST
Oakland, CA
(37.762408, -122.199093)"
NARCOTICS,12/31/2015 12:45:00 PM,15-068957,POSSESS NARCOTIC CONTROLLED SUBSTANCE,26Y,1300 65TH AV,Oakland,CA,"1300 65TH AV
Oakland, CA
(37.762989, -122.194244)"
VANDALISM,12/29/2015 10:15:00 AM,15-068830,"VANDALISM [$400 TO $5,000]",02X,1100 MAGNOLIA ST,Oakland,CA,"1100 MAGNOLIA ST
Oakland, CA
(37.808009, -122.287865)"
GRAND THEFT,12/31/2015 11:00:00 PM,16-000052,GRAND THEFT,12X,300 49TH ST,Oakland,CA,"300 49TH ST
Oakland, CA
(37.833558, -122.252996)"
BURG - RESIDENTIAL,12/30/2015 09:00:00 PM,15-068859,BURGLARY-FORCIBLE ENTRY,34X,1700 82ND AV,Oakland,CA,"1700 82ND AV
Oakland, CA
(37.757489, -122.175713)"
DOMESTIC VIOLENCE,01/04/2016 01:56:00 PM,16-000590,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,1000 WOOD ST,Oakland,CA,"1000 WOOD ST
Oakland, CA
(37.81035, -122.300155)"
VANDALISM,12/24/2015 08:30:00 PM,15-917042,VANDALISM,05Y,1400 17TH ST,Oakland,CA,"1400 17TH ST
Oakland, CA
(37.813056, -122.290868)"
DOMESTIC VIOLENCE,01/04/2016 01:44:00 PM,16-000586,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32X,9800 WALNUT ST,Oakland,CA,"9800 WALNUT ST
Oakland, CA
(37.745245, -122.16819)"
MISDEMEANOR ASSAULT,01/04/2016 04:00:00 PM,16-000639,BATTERY,10Y,800 53RD ST,Oakland,CA,"800 53RD ST
Oakland, CA
(37.838004, -122.269462)"
DOMESTIC VIOLENCE,01/02/2016 09:00:00 AM,16-000201,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,35X,9500 PEACH ST,Oakland,CA,"9500 PEACH ST
Oakland, CA
(37.750855, -122.162341)"
MISDEMEANOR ASSAULT,12/30/2015 08:14:00 PM,15-068858,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,32Y,10100 BIRCH ST,Oakland,CA,"10100 BIRCH ST
Oakland, CA
(37.743648, -122.162924)"
MISDEMEANOR ASSAULT,12/29/2015 10:00:00 AM,15-068837,BATTERY,02X,1100 MAGNOLIA ST,Oakland,CA,"1100 MAGNOLIA ST
Oakland, CA
(37.808009, -122.287865)"
STOLEN VEHICLE,12/30/2015 12:30:00 PM,15-068832,VEHICLE THEFT - AUTO,23X,1200 42ND AV,Oakland,CA,"1200 42ND AV
Oakland, CA
(37.77197, -122.217222)"
GRAND THEFT,12/26/2015 03:00:00 PM,15-917045,GRAND THEFT,08X,2300 BROADWAY,Oakland,CA,"2300 BROADWAY
Oakland, CA
(37.812397, -122.266078)"
DOMESTIC VIOLENCE,01/01/2016 01:00:00 PM,16-000095,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,800 KIRKHAM WY,Oakland,CA,"800 KIRKHAM WY
Oakland, CA
(37.806727, -122.291679)"
PETTY THEFT,12/20/2015 11:20:00 AM,16-900016,THEFT,PDT2,1200 GRAND AV,Oakland,CA,"1200 GRAND AV
Oakland, CA
(37.819377, -122.244515)"
BURG - RESIDENTIAL,01/03/2016 07:00:00 PM,16-000651,BURGLARY-FORCIBLE ENTRY,30Y,7600 GARFIELD AV,Oakland,CA,"7600 GARFIELD AV
Oakland, CA
(37.765086, -122.173802)"
MISDEMEANOR ASSAULT,01/05/2016 02:31:00 AM,16-000682,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,06X,900 36TH ST,Oakland,CA,"900 36TH ST
Oakland, CA
(37.826306, -122.275206)"
RECOVERED O/S STOLEN,12/31/2015 11:12:00 PM,15-069026,VEHICLE THEFT - AUTO,23X,1400 39TH AV,Oakland,CA,"1400 39TH AV
Oakland, CA
(37.774632, -122.218692)"
ROBBERY,01/04/2016 11:04:00 AM,16-000571,ATTEMPTED ROBBERY-STRONG-ARM,04X,1500 ALICE ST,Oakland,CA,"1500 ALICE ST
Oakland, CA
(37.803855, -122.265548)"
VANDALISM,12/30/2015 08:15:00 PM,15-068881,VANDALISM [UNDER $400],08X,2300 VALDEZ ST,Oakland,CA,"2300 VALDEZ ST
Oakland, CA
(37.811834, -122.264181)"
MISDEMEANOR ASSAULT,01/01/2016 05:30:00 PM,16-000127,BATTERY,26Y,6500 FENHAM ST,Oakland,CA,"6500 FENHAM ST
Oakland, CA
(37.76021, -122.198137)"
RECOVERED O/S STOLEN,01/04/2016 02:03:00 PM,16-000584,VEHICLE THEFT - AUTO,17X,1800 PARK BLVD,Oakland,CA,"1800 PARK BLVD
Oakland, CA
(37.799305, -122.250742)"
MISDEMEANOR ASSAULT,12/18/2015 08:30:00 AM,15-068828,BATTERY,31Y,400 CASWELL AV,Oakland,CA,"400 CASWELL AV
Oakland, CA
(37.734253, -122.186115)"
STOLEN VEHICLE,12/31/2015 01:30:00 AM,15-068980,VEHICLE THEFT - AUTO,26Y,7100 SNELL ST,Oakland,CA,"7100 SNELL ST
Oakland, CA
"
BURG - AUTO,12/12/2015 09:45:00 AM,15-065744,BURGLARY-AUTO,19X,1300 19TH AV,Oakland,CA,"1300 19TH AV
Oakland, CA
(37.786174, -122.241296)"
VANDALISM,01/04/2016 01:39:00 PM,16-000582,VANDALISM,17X,1800 PARK BLVD,Oakland,CA,"1800 PARK BLVD
Oakland, CA
(37.799305, -122.250742)"
POSSESSION - STOLEN PROPERTY,01/03/2016 12:09:00 PM,16-000381,DLR/ETC UNDETRMINE OWNER:STLN PROPERTY,10Y,900 45TH ST,Oakland,CA,"900 45TH ST
Oakland, CA
(37.834494, -122.273158)"
BURG - AUTO,12/26/2015 12:00:00 AM,15-917038,BURGLARY-AUTO,13Y,7000 SKYLINE BLVD,Oakland,CA,"7000 SKYLINE BLVD
Oakland, CA
(37.844551, -122.196722)"
BURG - RESIDENTIAL,12/29/2015 12:00:00 PM,15-068685,ATTEMPTED BURGLARY,04X,1400 ALICE ST,Oakland,CA,"1400 ALICE ST
Oakland, CA
(37.802758, -122.266233)"
BURG - AUTO,12/24/2015 11:35:00 PM,15-917046,BURGLARY-AUTO,04X,300 19TH ST,Oakland,CA,"300 19TH ST
Oakland, CA
(37.806345, -122.26546)"
ROBBERY,12/30/2015 07:10:00 PM,15-068846,ROBBERY-FIREARM,09X,4200 BROADWAY,Oakland,CA,"4200 BROADWAY
Oakland, CA
(37.830053, -122.255051)"
BURG - COMMERCIAL,12/30/2015 05:00:00 PM,15-068900,BURGLARY-FORCIBLE ENTRY,23X,400 HIGH ST,Oakland,CA,"400 HIGH ST
Oakland, CA
(37.76591, -122.223364)"
STOLEN VEHICLE,12/29/2015 01:00:00 PM,15-068850,VEHICLE THEFT - AUTO,27Y,5200 INTERNATIONAL BLVD,Oakland,CA,"5200 INTERNATIONAL BLVD
Oakland, CA
(37.768553, -122.206861)"
STOLEN VEHICLE,01/03/2016 03:00:00 PM,16-000498,VEHICLE THEFT - AUTO,22Y,2800 DELAWARE ST,Oakland,CA,"2800 DELAWARE ST
Oakland, CA
(37.797434, -122.209545)"
MISDEMEANOR ASSAULT,01/04/2016 03:34:00 PM,16-000609,BATTERY,14X,400 PERKINS ST,Oakland,CA,"400 PERKINS ST
Oakland, CA
(37.810465, -122.255453)"
HOMICIDE,01/02/2016 04:30:00 PM,16-000403,VEHICLE THEFT - AUTO,12X,4100 MANILA AVE.,Oakland,CA,"4100 MANILA AVE.
Oakland, CA
(37.829058, -122.257556)"
MISDEMEANOR ASSAULT,01/04/2016 07:49:00 PM,16-000653,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,08X,400 36TH ST,Oakland,CA,"400 36TH ST
Oakland, CA
(37.823771, -122.262009)"
STOLEN VEHICLE,12/24/2015 04:00:00 PM,16-000596,VEHICLE THEFT - AUTO,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
MISDEMEANOR ASSAULT,01/04/2016 07:31:00 AM,16-000499,THREAT CRIME:INT:TERRORIZE,30Y,7800 GARFIELD AV,Oakland,CA,"7800 GARFIELD AV
Oakland, CA
(37.764002, -122.172708)"
MISDEMEANOR ASSAULT,12/30/2015 12:00:00 PM,15-068852,THREAT CRIME:INT:TERRORIZE,10Y,800 55TH ST,Oakland,CA,"800 55TH ST
Oakland, CA
(37.839755, -122.270013)"
BURG - AUTO,12/30/2015 10:00:00 PM,15-068869,BURGLARY-AUTO,03X,300 8TH ST,Oakland,CA,"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
BURG - AUTO,01/04/2016 06:00:00 AM,16-000573,BURGLARY-AUTO,32X,1300 106TH AV,Oakland,CA,"1300 106TH AV
Oakland, CA
(37.737673, -122.168271)"
STOLEN VEHICLE,12/28/2015 05:00:00 PM,15-068901,VEHICLE THEFT - AUTO,12Y,6400 REGENT ST,Oakland,CA,"6400 REGENT ST
Oakland, CA
(37.850916, -122.255631)"
ROBBERY,01/04/2016 05:10:00 PM,16-000624,ROBBERY/INHABITED DWELLING - FIREARM,35Y,4400 SHORT HILL RD,Oakland,CA,"4400 SHORT HILL RD
Oakland, CA
(37.765318, -122.138566)"
BURG - RESIDENTIAL,12/26/2015 10:45:00 AM,15-917039,BURGLARY-FORCIBLE ENTRY,10X,1100 66TH ST,Oakland,CA,"1100 66TH ST
Oakland, CA
(37.849031, -122.285891)"
STOLEN VEHICLE,12/30/2015 08:30:00 AM,15-068851,VEHICLE THEFT - AUTO,31X,00 HEGENBERGER RD,Oakland,CA,"00 HEGENBERGER RD
Oakland, CA
"
BURG - COMMERCIAL,12/30/2015 09:20:00 PM,15-068878,BURGLARY-FORCIBLE ENTRY,22X,1400 LEIMERT BLVD,Oakland,CA,"1400 LEIMERT BLVD
Oakland, CA
(37.812005, -122.213139)"
WEAPONS,12/30/2015 03:51:00 PM,15-068815,CRIMINAL STORAGE OF FIREARMM: SECOND DEGREE,22Y,10500 SKYLINE BLVD,Oakland,CA,"10500 SKYLINE BLVD
Oakland, CA
(37.807295, -122.176797)"
ROBBERY,01/04/2016 09:30:00 PM,16-000662,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",17Y,1300 E 32ND ST,Oakland,CA,"1300 E 32ND ST
Oakland, CA
(37.800528, -122.233776)"
DOMESTIC VIOLENCE,01/04/2016 11:30:00 AM,16-000565,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,22Y,00 KINGWOOD RD,Oakland,CA,"00 KINGWOOD RD
Oakland, CA
"
DOMESTIC VIOLENCE,01/03/2016 03:10:00 PM,16-000400,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Z,500 105TH AV,Oakland,CA,"500 105TH AV
Oakland, CA
(37.731185, -122.179667)"
NARCOTICS,01/05/2016 07:40:00 PM,16-000827,POSSESS/PURCHASE COCAINE BASE FOR SALE,34X,8300 INTERNATIONAL BLVD,Oakland,CA,"8300 INTERNATIONAL BLVD
Oakland, CA
(37.75514, -122.178467)"
BURG - AUTO,12/28/2015 04:45:00 PM,16-900031,BURGLARY-AUTO,35Y,11400 GOLF LINKS RD,Oakland,CA,"11400 GOLF LINKS RD
Oakland, CA
(37.746857, -122.12107)"
VANDALISM,01/03/2016 05:23:00 AM,16-000343,VANDALISM,31X,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)"
BURG - RESIDENTIAL,12/11/2015 02:17:00 PM,16-000640,BURGLARY-FORCIBLE ENTRY,27X,4600 CONGRESS AV,Oakland,CA,"4600 CONGRESS AV
Oakland, CA
(37.779471, -122.205588)"
PETTY THEFT,12/16/2015 02:00:00 PM,16-900023,THEFT,,LAKE MERRITT,Oakland,CA,"LAKE MERRITT
Oakland, CA
"
ROBBERY,01/03/2016 06:21:00 PM,16-000435,ROBBERY-FIREARM,23X,1800 38TH AV,Oakland,CA,"1800 38TH AV
Oakland, CA
(37.777381, -122.217954)"
BURG - AUTO,12/28/2015 06:00:00 PM,16-900030,BURGLARY-AUTO,,WEBSTER ST,Oakland,CA,"WEBSTER ST
Oakland, CA
"
DOMESTIC VIOLENCE,01/03/2016 06:03:00 PM,16-000430,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,33X,1200 90TH AV,Oakland,CA,"1200 90TH AV
Oakland, CA
(37.748319, -122.177789)"
NARCOTICS,01/05/2016 02:00:00 PM,16-000764,POSSESS NARCOTIC CONTROLLED SUBSTANCE,34X,8300 INTERNATIONAL BLVD,Oakland,CA,"8300 INTERNATIONAL BLVD
Oakland, CA
(37.75514, -122.178467)"
ROBBERY,01/05/2016 10:45:00 PM,16-000856,ROBBERY-FIREARM,01X,200 JACKSON ST,Oakland,CA,"200 JACKSON ST
Oakland, CA
(37.794096, -122.270216)"
VANDALISM,01/01/2016 06:15:00 PM,16-000119,VANDALISM,31Z,100 CATRON DR,Oakland,CA,"100 CATRON DR
Oakland, CA
(37.725666, -122.176435)"
BURG - RESIDENTIAL,01/05/2016 09:55:00 AM,16-000833,BURGLARY-FORCIBLE ENTRY,30Y,3000 75TH AV,Oakland,CA,"3000 75TH AV
Oakland, CA
(37.770268, -122.168815)"
BURG - AUTO,12/29/2015 05:30:00 PM,16-900036,BURGLARY-AUTO,04X,1400 WEBSTER ST,Oakland,CA,"1400 WEBSTER ST
Oakland, CA
(37.803348, -122.268814)"
STOLEN VEHICLE,12/20/2015 04:00:00 PM,16-000672,VEHICLE THEFT - AUTO,10X,1100 53RD ST,Oakland,CA,"1100 53RD ST
Oakland, CA
(37.837169, -122.281911)"
POSSESSION - STOLEN PROPERTY,12/24/2015 04:30:00 PM,16-000269,RECEIVING/CONCEALING STOLEN PROPERTY NOT MORE THAN $950,27X,4700 YGNACIO AV,Oakland,CA,"4700 YGNACIO AV
Oakland, CA
(37.774021, -122.207563)"
GRAND THEFT,12/21/2015 06:00:00 AM,16-900021,GRAND THEFT,12X,4800 TELEGRAPH AV,Oakland,CA,"4800 TELEGRAPH AV
Oakland, CA
(37.834999, -122.26288)"
STOLEN VEHICLE,01/04/2016 05:30:00 PM,16-000793,VEHICLE THEFT - AUTO,32Y,"10851VC(STOLEN), SGT. FREEMAN, NO ONE IN CUSTODY",Oakland,CA,"10851VC(STOLEN), SGT. FREEMAN, NO ONE IN CUSTODY
Oakland, CA
"
BURG - RESIDENTIAL,12/27/2015 03:10:00 AM,16-900019,BURGLARY-FORCIBLE ENTRY,09X,3800 HARRISON ST,Oakland,CA,"3800 HARRISON ST
Oakland, CA
(37.821208, -122.251807)"
ROBBERY,01/04/2016 02:30:00 AM,16-000480,ROBBERY-FIREARM,20X,1500 25TH AV,Oakland,CA,"1500 25TH AV
Oakland, CA
(37.783069, -122.232764)"
STOLEN VEHICLE,01/04/2016 03:51:00 AM,16-000619,VEHICLE THEFT - AUTO,02X,00 LINDEN ST,Oakland,CA,"00 LINDEN ST
Oakland, CA
"
GRAND THEFT,01/02/2016 11:30:00 PM,16-000835,GRAND THEFT,07X,2700 SAN PABLO AV,Oakland,CA,"2700 SAN PABLO AV
Oakland, CA
(37.817971, -122.275598)"
VANDALISM,01/02/2016 12:00:00 PM,16-000464,VANDALISM,07X,3400 HAVEN ST,Oakland,CA,"3400 HAVEN ST
Oakland, CA
(37.826418, -122.283169)"
STOLEN VEHICLE,01/03/2016 08:00:00 PM,16-000613,VEHICLE THEFT - AUTO,18Y,1900 E 26TH ST,Oakland,CA,"1900 E 26TH ST
Oakland, CA
(37.795222, -122.232627)"
STOLEN VEHICLE,01/03/2016 09:00:00 PM,16-000531,VEHICLE THEFT - AUTO,30X,1400 73RD AV,Oakland,CA,"1400 73RD AV
Oakland, CA
(37.759176, -122.18689)"
STOLEN VEHICLE,01/05/2016 04:54:00 PM,16-000790,VEHICLE THEFT - AUTO,31Y,8500 SAN LEANDRO ST,Oakland,CA,"8500 SAN LEANDRO ST
Oakland, CA
(37.746767, -122.188773)"
DISORDERLY CONDUCT,12/26/2015 10:40:00 PM,16-900025,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,04X,100 14TH ST,Oakland,CA,"100 14TH ST
Oakland, CA
(37.801066, -122.26288)"
BURG - RESIDENTIAL,12/28/2015 12:00:00 AM,16-000727,BURGLARY-NO FORCE,27Y,2500 61ST AV,Oakland,CA,"2500 61ST AV
Oakland, CA
(37.769661, -122.190143)"
STOLEN VEHICLE,01/02/2016 08:30:00 PM,16-000503,VEHICLE THEFT - AUTO,35X,3400 CALANDRIA AV,Oakland,CA,"3400 CALANDRIA AV
Oakland, CA
(37.757655, -122.152606)"
MISDEMEANOR ASSAULT,01/04/2016 09:10:00 AM,16-000520,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,26Y,1300 66TH AV,Oakland,CA,"1300 66TH AV
Oakland, CA
(37.762748, -122.193162)"
BURG - AUTO,12/28/2015 07:00:00 PM,16-900035,BURGLARY-AUTO,08X,2300 VALDEZ ST,Oakland,CA,"2300 VALDEZ ST
Oakland, CA
(37.811834, -122.264181)"
VANDALISM,01/04/2016 09:04:00 AM,16-000525,"VANDALISM [$1,000 TO UNDER $5,000] (AMENDED)",08X,2300 TELEGRAPH AV,Oakland,CA,"2300 TELEGRAPH AV
Oakland, CA
(37.812608, -122.268796)"
FELONY ASSAULT,01/03/2016 10:42:00 PM,16-000459,ASSAULT WITH FIREARM ON PERSON,30X,7400 INTERNATIONAL BLVD,Oakland,CA,"7400 INTERNATIONAL BLVD
Oakland, CA
(37.758568, -122.185639)"
BURG - AUTO,12/28/2015 07:00:00 PM,16-900027,BURGLARY-AUTO,01X,200 WEBSTER ST,Oakland,CA,"200 WEBSTER ST
Oakland, CA
(37.794351, -122.274689)"
STOLEN VEHICLE,01/04/2016 02:00:00 PM,16-000711,VEHICLE THEFT - AUTO,08X,300 HAWTHORNE AV,Oakland,CA,"300 HAWTHORNE AV
Oakland, CA
(37.820695, -122.261025)"
STOLEN VEHICLE,01/04/2016 08:00:00 PM,16-000712,VEHICLE THEFT - AUTO,19X,1500 8TH AV,Oakland,CA,"1500 8TH AV
Oakland, CA
(37.794207, -122.250427)"
MISDEMEANOR ASSAULT,01/04/2016 08:49:00 AM,16-000513,BATTERY,10Y,5700 ADELINE ST,Oakland,CA,"5700 ADELINE ST
Oakland, CA
(37.841619, -122.274312)"
DISORDERLY CONDUCT,01/05/2016 06:25:00 PM,16-000806,DISTURB THE PEACE,27Y,5400 HOLLAND ST,Oakland,CA,"5400 HOLLAND ST
Oakland, CA
(37.769023, -122.20468)"
STOLEN VEHICLE,01/05/2016 01:20:00 PM,16-000753,VEHICLE THEFT - AUTO,21Y,3000 LOGAN ST,Oakland,CA,"3000 LOGAN ST
Oakland, CA
(37.788371, -122.22307)"
ROBBERY,01/05/2016 03:30:00 PM,16-000774,ROBBERY-OTHER DANGEROUS WEAPON,30X,1600 72ND AV,Oakland,CA,"1600 72ND AV
Oakland, CA
(37.760566, -122.186893)"
ROBBERY,01/05/2016 08:55:00 PM,16-000842,ROBBERY-FIREARM,21X,2300 E 24TH ST,Oakland,CA,"2300 E 24TH ST
Oakland, CA
(37.790791, -122.229098)"
STOLEN VEHICLE,01/04/2016 07:25:00 PM,16-000674,VEHICLE THEFT - AUTO,08X,400 24TH ST,Oakland,CA,"400 24TH ST
Oakland, CA
(37.813486, -122.266068)"
